SSN,Longitude,Latitude,Country,Site,Cluster,Profile,Depth,Clay_8um,CORG,pH,Alox,Feox,Caex,MAT,MAP,PET,CIA,LandCover
icr062141,48.6894,-18.3452,Madagascar,Didy,1,5,Topsoil,49.589,4.03,5.4,0.176888174,0.704203112,6.37,19.55000007,1725,1416,93.43861959,Forest
icr062142,48.6894,-18.3452,Madagascar,Didy,1,5,Subsoil,69.17,1.57,5.07,0.155836825,0.644353703,2.25,19.55000007,1725,1416,95.40924891,Forest
icr062143,48.6887,-18.3466,Madagascar,Didy,1,6,Topsoil,80.279,3.13,4.56,0.326512412,0.451720741,0.28,19.55000007,1725,1416,99.76878868,Forest
icr062145,48.6872,-18.3458,Madagascar,Didy,1,7,Topsoil,56.295,2.63,5.45,0.176335298,0.548308718,3.71,19.55000007,1725,1416,96.90848559,Forest
icr062147,48.6914,-18.3482,Madagascar,Didy,1,8,Topsoil,79.465,3.11,4.46,0.311129685,0.383186689,0.34,19.55000007,1725,1416,99.68026626,Forest
icr062148,48.6914,-18.3482,Madagascar,Didy,1,8,Subsoil,67.422,2.44,4.45,0.341318597,0.696782022,0.19,19.55000007,1725,1416,99.77309834,Forest
icr062149,48.6936,-18.3464,Madagascar,Didy,1,9,Topsoil,76.74,3.08,4.58,0.254978694,0.357226072,0.42,19.65000014,1747,1418,99.68755324,Forest
icr062151,48.6911,-18.3417,Madagascar,Didy,1,10,Topsoil,60.221,4.92,4.46,0.316711463,0.190475499,0.43,19.55000007,1725,1416,99.56263289,Forest
icr062152,48.6911,-18.3417,Madagascar,Didy,1,10,Subsoil,76.814,2.01,4.52,0.231006761,0.126211272,0.23,19.55000007,1725,1416,99.75308381,Forest
icr062153,48.6897,-18.342,Madagascar,Didy,1,12,Topsoil,80.283,3.6,4.52,0.261932556,0.36209952,0.47,19.55000007,1725,1416,99.60362538,Forest
icr062157,48.6871,-18.3113,Madagascar,Didy,2,2,Topsoil,78.668,3.94,4.43,0.253854932,0.312607266,0.34,19.30416671,1642,1416,99.64163895,Forest
icr062158,48.6871,-18.3113,Madagascar,Didy,2,2,Subsoil,78.015,2.26,4.47,0.247373242,0.297665119,0.23,19.30416671,1642,1416,99.79982123,Forest
icr062159,48.6861,-18.3158,Madagascar,Didy,2,3,Topsoil,70.927,3.36,4.51,0.27876565,0.293393927,0.26,19.30416671,1642,1416,99.77835954,Forest
icr062160,48.6861,-18.3158,Madagascar,Didy,2,3,Subsoil,77.014,2.24,4.66,0.297293169,0.245229833,0.19,19.30416671,1642,1416,99.88221407,Forest
icr062162,48.6857,-18.3113,Madagascar,Didy,2,4,Subsoil,59.458,1.96,5.14,0.259185753,0.602740916,2.86,19.30416671,1642,1416,96.60367117,Forest
icr062164,48.6929,-18.3164,Madagascar,Didy,2,5,Subsoil,77.033,1.59,4.68,0.180866172,0.281293766,0.32,19.39166661,1664,1416,99.59628115,Forest
icr062165,48.689,-18.3145,Madagascar,Didy,2,6,Topsoil,66.269,2.99,5.27,0.175139017,0.541562514,4.07,19.30416671,1642,1416,98.03304444,Forest
icr062166,48.689,-18.3145,Madagascar,Didy,2,6,Subsoil,69.098,2.98,4.76,0.180253292,0.541650851,1.05,19.30416671,1642,1416,98.06088062,Forest
icr062167,48.6913,-18.3171,Madagascar,Didy,2,7,Topsoil,74.099,5.3,4.42,0.37243288,0.227487558,0.24,19.3499999,1666,1413,99.74649666,Forest
icr062168,48.6913,-18.3171,Madagascar,Didy,2,7,Subsoil,92.471,3.09,4.45,0.337278958,0.200855429,0.22,19.3499999,1666,1413,99.80775461,Forest
icr062169,48.6868,-18.3108,Madagascar,Didy,2,8,Topsoil,73.842,3.97,4.37,0.317193329,0.500992711,0.25,19.30416671,1642,1416,99.66481734,Forest
icr062170,48.6868,-18.3108,Madagascar,Didy,2,8,Subsoil,78.278,2.41,4.43,0.32885875,0.561509868,0.23,19.30416671,1642,1416,99.75277256,Forest
icr062173,48.6853,-18.3148,Madagascar,Didy,2,10,Topsoil,82.827,3.63,4.47,0.267375665,0.355133377,0.41,19.30416671,1642,1416,99.47981016,Forest
icr062178,48.6935,-18.2981,Madagascar,Didy,3,2,Subsoil,65.708,1.69,4.47,0.25237436,0.387981128,0.23,19.57500013,1653,1432,99.67946167,Forest
icr062179,48.6889,-18.3041,Madagascar,Didy,3,3,Topsoil,46.66,4.42,4.46,0.254412901,0.447909031,0.97,19.59583334,1665,1433,98.34978774,Forest
icr062180,48.6889,-18.3041,Madagascar,Didy,3,3,Subsoil,86.589,2.6,4.44,0.280960897,0.444076979,0.46,19.59583334,1665,1433,99.62692385,Forest
icr062181,48.6942,-18.3017,Madagascar,Didy,3,4,Topsoil,78.992,2.83,4.27,0.208430307,0.332717336,0.28,19.77499994,1699,1438,99.59240377,Forest
icr062183,48.6864,-18.301,Madagascar,Didy,3,5,Topsoil,76.772,3.01,4.6,0.259798587,0.256846595,0.44,19.59583334,1665,1433,99.57620251,Forest
icr062184,48.6864,-18.301,Madagascar,Didy,3,5,Subsoil,73.673,1.92,4.61,0.24126423,0.237908111,0.24,19.59583334,1665,1433,99.72283202,Forest
icr062186,48.6902,-18.3038,Madagascar,Didy,3,6,Subsoil,63.349,1.57,4.89,0.225668225,0.56687464,1.85,19.59583334,1665,1433,99.15655653,Cropland
icr062187,48.6897,-18.3016,Madagascar,Didy,3,7,Topsoil,72.667,2.57,5.2,0.179001236,0.544944451,0.84,19.59583334,1665,1433,99.30362885,Forest
icr062188,48.6897,-18.3016,Madagascar,Didy,3,7,Subsoil,75.863,1.22,4.77,0.160816862,0.418970449,0.29,19.59583334,1665,1433,99.78923915,Forest
icr062190,48.6908,-18.3004,Madagascar,Didy,3,8,Subsoil,81.792,2.3,4.57,0.310043448,0.397246927,0.26,19.59583334,1665,1433,99.81709344,Forest
icr062197,48.6879,-18.2779,Madagascar,Didy,4,2,Topsoil,80.347,3.5,4.62,0.239704675,0.462927612,0.69,19.64999998,1629,1442,99.52930085,Forest
icr062199,48.6856,-18.2763,Madagascar,Didy,4,3,Topsoil,76.918,5.4,4.05,0.3181498,0.695252929,0.31,19.64999998,1629,1442,99.62609523,Forest
icr062200,48.6856,-18.2763,Madagascar,Didy,4,3,Subsoil,84.571,1.54,4.43,0.242804803,0.284216031,0.19,19.64999998,1629,1442,99.88607088,Forest
icr062201,48.6847,-18.2806,Madagascar,Didy,4,4,Topsoil,73.858,2.82,4.84,0.19718733,0.382115815,2.58,19.64999998,1629,1442,98.57404667,Cropland
icr062202,48.6847,-18.2806,Madagascar,Didy,4,4,Subsoil,75.248,1.72,4.51,0.202201571,0.384946155,0.77,19.64999998,1629,1442,99.53766585,Cropland
icr062203,48.688,-18.2833,Madagascar,Didy,4,5,Topsoil,40.147,2.6,4.02,0.189720772,0.264132145,0.3,19.64999998,1629,1442,99.52304319,Forest
icr062204,48.688,-18.2833,Madagascar,Didy,4,5,Subsoil,45.438,1.67,4.39,0.266540606,0.271412373,0.18,19.64999998,1629,1442,99.86178358,Forest
icr062206,48.6927,-18.282,Madagascar,Didy,4,6,Subsoil,87.583,2.3,4.33,0.283545668,0.342671395,0.18,19.78750014,1653,1445,99.86125368,Forest
icr062208,48.6933,-18.2809,Madagascar,Didy,4,7,Subsoil,88.776,1.54,4.57,0.241188121,0.544771439,0.28,19.78750014,1653,1445,99.76693066,Forest
icr062209,48.6918,-18.2811,Madagascar,Didy,4,8,Topsoil,54.618,2.37,4.57,0.170582564,0.222968389,0.25,19.78750014,1653,1445,99.61617365,Forest
icr062210,48.6918,-18.2811,Madagascar,Didy,4,8,Subsoil,79.028,1.62,4.61,0.203978748,0.183630777,0.22,19.78750014,1653,1445,99.68348949,Forest
icr062211,48.6881,-18.2798,Madagascar,Didy,4,9,Topsoil,80.698,4.9,4.34,0.502908033,0.430557269,0.34,19.64999998,1629,1442,99.81849458,Forest
icr062212,48.6881,-18.2798,Madagascar,Didy,4,9,Subsoil,88.9,3.07,4.47,0.50145059,0.361450297,0.23,19.64999998,1629,1442,99.89851389,Forest
icr062213,48.6938,-18.2774,Madagascar,Didy,4,10,Topsoil,71.458,3.04,4.45,0.299056806,0.476373942,0.26,19.78750014,1653,1445,99.50426704,Forest
icr062214,48.6938,-18.2774,Madagascar,Didy,4,10,Subsoil,65.202,1.71,4.5,0.233812508,0.395188537,0.18,19.78750014,1653,1445,99.70231049,Forest
icr062219,48.7164,-18.3374,Madagascar,Didy,5,3,Topsoil,73.702,3.37,4.29,0.262921966,0.546821943,0.38,19.49166679,1706,1414,99.18915911,Forest
icr062220,48.7164,-18.3374,Madagascar,Didy,5,3,Subsoil,71.941,2.06,4.33,0.239970174,0.534618881,0.25,19.49166679,1706,1414,99.38529043,Forest
icr062222,48.7123,-18.3344,Madagascar,Didy,5,4,Subsoil,76.686,1.91,4.47,0.236902199,0.313543779,0.29,19.49166679,1706,1414,99.74698802,Forest
icr062224,48.7164,-18.3413,Madagascar,Didy,5,5,Subsoil,78.894,2.48,4.33,0.206738331,0.4818451,0.15,19.49166679,1706,1414,99.67095808,Forest
icr062227,48.7087,-18.3377,Madagascar,Didy,5,7,Topsoil,83.652,3.45,4.33,0.243499875,0.61694356,0.25,19.49166679,1706,1414,99.63178131,Forest
icr062228,48.7087,-18.3377,Madagascar,Didy,5,7,Subsoil,80.651,2.14,4.35,0.22086473,0.544425901,0.17,19.49166679,1706,1414,99.74310299,Forest
icr062230,48.7148,-18.3398,Madagascar,Didy,5,8,Subsoil,74.572,2.16,4.4,0.241181569,0.313057338,0.08,19.49166679,1706,1414,99.86191605,Forest
icr062231,48.714,-18.3386,Madagascar,Didy,5,9,Topsoil,75.575,3.35,4.49,0.250833835,0.308049215,0.16,19.49166679,1706,1414,99.68182038,Forest
icr062234,48.709,-18.3387,Madagascar,Didy,5,10,Subsoil,90.583,1.79,4.48,0.189853796,0.334876531,0.13,19.49166679,1706,1414,99.70123373,Forest
icr062241,48.7156,-18.3228,Madagascar,Didy,6,4,Topsoil,35.329,2.06,4.59,0.197777974,0.140692245,0.18,19.79583319,1724,1435,99.57447495,Forest
icr062242,48.7156,-18.3228,Madagascar,Didy,6,4,Subsoil,56.237,1.18,4.65,0.181635332,0.118511738,0.13,19.79583319,1724,1435,99.70623297,Forest
icr062243,48.7144,-18.3216,Madagascar,Didy,6,5,Topsoil,77.291,3.37,4.47,0.266524822,0.225591871,0.25,19.79583319,1724,1435,99.73054498,Forest
icr062244,48.7144,-18.3216,Madagascar,Didy,6,5,Subsoil,91.226,2.36,4.47,0.260834764,0.205991076,0.17,19.79583319,1724,1435,99.84478625,Forest
icr062246,48.7156,-18.3236,Madagascar,Didy,6,6,Subsoil,65.482,2.45,4.57,0.26931612,0.217617747,0.11,19.79583319,1724,1435,99.85375381,Forest
icr062247,48.7119,-18.317,Madagascar,Didy,6,7,Topsoil,54.31,4.16,4.49,0.298695402,0.350971847,0.15,19.79583319,1724,1435,99.81817684,Forest
icr062249,48.7139,-18.3219,Madagascar,Didy,6,8,Topsoil,81.29,3.96,4.52,0.280083694,0.258962727,0.23,19.79583319,1724,1435,99.65911726,Forest
icr062250,48.7139,-18.3219,Madagascar,Didy,6,8,Subsoil,89.573,2.47,4.44,0.308142488,0.243579498,0.12,19.79583319,1724,1435,99.82194561,Forest
icr062251,48.7118,-18.3216,Madagascar,Didy,6,9,Topsoil,71.682,4.78,4.74,0.326729085,0.2426341,0.34,19.79583319,1724,1435,99.62224419,Forest
icr062252,48.7118,-18.3216,Madagascar,Didy,6,9,Subsoil,68.913,2.61,4.75,0.30771593,0.179262205,0.14,19.79583319,1724,1435,99.87708817,Forest
icr062253,48.7157,-18.318,Madagascar,Didy,6,10,Topsoil,64.675,3.78,4.57,0.380176338,0.309163018,0.15,19.79583319,1724,1435,99.80381249,Forest
icr062254,48.7157,-18.318,Madagascar,Didy,6,10,Subsoil,73.302,2.62,4.57,0.367597488,0.263011652,0.12,19.79583319,1724,1435,99.83544881,Forest
icr062259,48.7147,-18.2955,Madagascar,Didy,7,3,Topsoil,66.611,4.25,4.56,0.406099483,0.569547208,0.34,19.80416691,1691,1439,99.7397821,Forest
icr062260,48.7147,-18.2955,Madagascar,Didy,7,3,Subsoil,76.566,2.43,4.56,0.400282562,0.520501452,0.26,19.80416691,1691,1439,99.81920219,Forest
icr062261,48.7112,-18.2946,Madagascar,Didy,7,4,Topsoil,40.319,5.1,4.32,0.550075765,0.775417039,0.15,19.80416691,1691,1439,99.86459718,Forest
icr062262,48.7112,-18.2946,Madagascar,Didy,7,4,Subsoil,45.334,3.86,4.5,0.529063903,0.759567606,0.09,19.80416691,1691,1439,99.90897577,Forest
icr062263,48.7105,-18.2959,Madagascar,Didy,7,5,Topsoil,28.535,7.25,4.04,0.274890563,0.454456965,0.34,19.80416691,1691,1439,99.55786064,Forest
icr062264,48.7105,-18.2959,Madagascar,Didy,7,5,Subsoil,29.274,3.56,4.53,0.444995742,0.71544817,0.13,19.80416691,1691,1439,99.7752019,Forest
icr062265,48.7069,-18.2948,Madagascar,Didy,7,6,Topsoil,85.4,4.23,4.04,0.333170379,0.354684258,0.15,19.73333339,1675,1439,99.77023709,Forest
icr062266,48.7069,-18.2948,Madagascar,Didy,7,6,Subsoil,86.096,2.3,4.53,0.282150193,0.274199487,0.16,19.73333339,1675,1439,99.85940211,Forest
icr062267,48.7082,-18.2981,Madagascar,Didy,7,7,Topsoil,79.487,3.52,4.52,0.305230348,0.350853317,0.27,19.73333339,1675,1439,99.75809327,Forest
icr062272,48.706,-18.2963,Madagascar,Didy,7,9,Subsoil,87.367,2.74,4.27,0.303913148,0.289958151,0.2,19.73333339,1675,1439,99.77424451,Forest
icr062278,48.7037,-18.2751,Madagascar,Didy,8,2,Subsoil,64.674,1.24,4.54,0.211851393,0.301421937,0.1,19.89583329,1681,1447,99.8208769,Forest
icr062279,48.707,-18.2726,Madagascar,Didy,8,3,Subsoil,70.132,4.11,4.6,0.317010839,0.386862993,0.2,19.76666669,1662,1440,99.75468987,Forest
icr062280,48.7041,-18.2743,Madagascar,Didy,8,4,Topsoil,50.67,5.54,4.18,0.259396636,0.40509113,0.18,19.76666669,1662,1440,99.53564509,Forest
icr062281,48.7098,-18.2787,Madagascar,Didy,8,5,Topsoil,55.514,3.97,4.89,0.288149932,0.404292642,0.56,19.88333333,1693,1445,99.70827906,Forest
icr062282,48.7098,-18.2787,Madagascar,Didy,8,5,Subsoil,75.079,1.99,4.77,0.228219785,0.171659347,0.2,19.88333333,1693,1445,99.87378077,Forest
icr062284,48.705,-18.277,Madagascar,Didy,8,6,Subsoil,72.683,2.34,4.48,0.364422011,0.378439038,0.08,19.89583329,1681,1447,99.8667243,Forest
icr062285,48.7098,-18.2742,Madagascar,Didy,8,7,Topsoil,25.349,5.49,4.75,0.819200725,1.067268788,0.47,19.71666666,1668,1437,99.75860167,Forest
icr062287,48.711,-18.2751,Madagascar,Didy,8,8,Topsoil,64.471,4.98,4.4,0.417185256,0.49004724,0.19,19.88333333,1693,1445,99.786216,Forest
icr062288,48.711,-18.2751,Madagascar,Didy,8,8,Subsoil,72.648,2.61,4.43,0.395978616,0.472603541,0.11,19.88333333,1693,1445,99.87795995,Forest
icr062289,48.7105,-18.2755,Madagascar,Didy,8,9,Topsoil,56.903,4.84,3.9,0.447696081,0.542534353,0.15,19.88333333,1693,1445,99.88576809,Forest
icr062291,48.7079,-18.28,Madagascar,Didy,8,10,Subsoil,86.719,2.6,4.58,0.284763976,0.357886031,0.11,19.89583329,1681,1447,99.87499062,Forest
icr062292,48.7105,-18.2772,Madagascar,Didy,8,14,Topsoil,47.838,4.86,4.38,0.334373908,0.395353531,0.61,19.88333333,1693,1445,99.76052646,Forest
icr062296,48.7347,-18.3434,Madagascar,Didy,9,2,Topsoil,88.615,3.94,4.23,0.306142119,0.505270033,0.38,20.62499996,1873,1474,99.6679689,Forest
icr062297,48.7347,-18.3434,Madagascar,Didy,9,2,Subsoil,87.299,2.43,4.28,0.30040276,0.390524327,0.3,20.62499996,1873,1474,99.79106778,Forest
icr062298,48.7403,-18.3477,Madagascar,Didy,9,3,Topsoil,76.671,3.89,4.57,0.31216497,0.511874825,0.27,20.62499996,1873,1474,99.79007406,Forest
icr062301,48.7351,-18.3428,Madagascar,Didy,9,4,Subsoil,92.025,2.12,4.45,0.282979311,0.556670091,0.33,20.62499996,1873,1474,99.7630489,Forest
icr062302,48.7331,-18.3427,Madagascar,Didy,9,5,Topsoil,81.447,3.43,4.37,0.280483933,0.420376244,0.79,20.68333336,1881,1476,99.56315398,Forest
icr062303,48.7331,-18.3427,Madagascar,Didy,9,5,Subsoil,79.87,2.12,4.29,0.292241832,0.415017749,0.16,20.68333336,1881,1476,99.81758001,Forest
icr062305,48.7365,-18.3399,Madagascar,Didy,9,6,Subsoil,84.727,2.75,4.26,0.28916577,0.68986627,0.17,20.53333334,1858,1467,99.81237963,Forest
icr062306,48.7353,-18.3491,Madagascar,Didy,9,7,Topsoil,77.772,5.15,4.41,0.335809942,0.686405787,0.38,20.62499996,1873,1474,99.48896713,Forest
icr062307,48.7353,-18.3491,Madagascar,Didy,9,7,Subsoil,90.038,2.69,4.35,0.334118234,0.65646971,0.17,20.62499996,1873,1474,99.72357968,Forest
icr062308,48.7346,-18.3483,Madagascar,Didy,9,8,Topsoil,79.422,4.85,4.27,0.447208077,0.797419086,0.14,20.62499996,1873,1474,99.81951882,Forest
icr062309,48.7346,-18.3483,Madagascar,Didy,9,8,Subsoil,84.989,3.3,4.4,0.410011816,0.74302204,0.12,20.62499996,1873,1474,99.85603268,Forest
icr062310,48.7333,-18.3462,Madagascar,Didy,9,9,Topsoil,88.82,3.72,4.39,0.372109663,0.591376344,0.11,20.68333336,1881,1476,99.86144665,Forest
icr062312,48.7391,-18.3409,Madagascar,Didy,9,10,Topsoil,69.614,4.01,4.54,0.285774057,0.639929982,0.16,20.53333334,1858,1467,99.76697505,Forest
icr062313,48.7391,-18.3409,Madagascar,Didy,9,10,Subsoil,77.039,2.45,4.48,0.259896914,0.588714845,0.11,20.53333334,1858,1467,99.84770538,Forest
icr062316,48.7354,-18.32,Madagascar,Didy,10,2,Topsoil,39.275,2.17,4.46,0.272402073,0.35407006,0.18,21.09166658,1926,1497,99.80344588,Forest
icr062317,48.7354,-18.32,Madagascar,Didy,10,2,Subsoil,89.762,3.03,4.62,0.28756313,0.363398769,0.09,21.09166658,1926,1497,99.75968234,Forest
icr062318,48.7376,-18.3213,Madagascar,Didy,10,3,Topsoil,73.256,3.51,4.58,0.267150728,0.225642953,0.38,21.09166658,1926,1497,99.67616835,Forest
icr062319,48.7376,-18.3213,Madagascar,Didy,10,3,Subsoil,84.3,1.93,4.48,0.229519053,0.216939543,0.18,21.09166658,1926,1497,99.87575867,Forest
icr062320,48.738,-18.3232,Madagascar,Didy,10,7,Topsoil,74.851,3.27,4.59,0.254057139,0.285960458,0.64,21.09166658,1926,1497,99.50553285,Forest
icr062321,48.738,-18.3232,Madagascar,Didy,10,7,Subsoil,80.612,1.65,4.51,0.264886506,0.272607197,0.17,21.09166658,1926,1497,99.82320484,Forest
icr062322,48.7375,-18.3185,Madagascar,Didy,10,8,Topsoil,72.673,3.69,4.5,0.249872882,0.357002165,0.15,21.09166658,1926,1497,99.69585941,Forest
icr062323,48.7375,-18.3185,Madagascar,Didy,10,8,Subsoil,78.861,2,4.52,0.226221514,0.405642265,0.06,21.09166658,1926,1497,99.82716235,Forest
icr062324,48.7358,-18.3188,Madagascar,Didy,10,9,Topsoil,66.173,4.43,4.51,0.310526121,0.303596749,0.24,21.09166658,1926,1497,99.57997455,Forest
icr062325,48.7358,-18.3188,Madagascar,Didy,10,9,Subsoil,86.536,2.19,4.51,0.261890105,0.258175175,0.09,21.09166658,1926,1497,99.78504719,Forest
icr062327,48.7334,-18.3186,Madagascar,Didy,10,10,Subsoil,75.075,1.7,4.38,0.284490037,0.305817114,0.14,21.09166658,1926,1497,99.73040114,Forest
icr062330,48.733,-18.3167,Madagascar,Didy,10,12,Topsoil,64.311,2.35,4.59,0.222460315,0.300317603,0.25,21.04166655,1920,1494,99.69240019,Forest
icr062336,48.7418,-18.297,Madagascar,Didy,11,2,Topsoil,73.961,2.85,4.33,0.111957112,0.223531593,0.31,20.74166671,1857,1482,99.22683198,Forest
icr062337,48.7418,-18.297,Madagascar,Didy,11,2,Subsoil,71.483,1.53,4.38,0.147594269,0.335600698,0.12,20.74166671,1857,1482,99.43722961,Forest
icr062338,48.7368,-18.2954,Madagascar,Didy,11,3,Topsoil,73.113,4.13,4.62,0.40197834,0.380190874,0.11,19.89583329,1728,1438,99.66406278,Forest
icr062339,48.7365,-18.2977,Madagascar,Didy,11,4,Topsoil,45.858,2.82,4.74,0.195812398,0.173578548,0.91,19.89583329,1728,1438,99.57376001,Forest
icr062340,48.7365,-18.2977,Madagascar,Didy,11,4,Subsoil,66.551,1.49,4.77,0.203848359,0.157233793,0.37,19.89583329,1728,1438,99.79981089,Forest
icr062343,48.7388,-18.2985,Madagascar,Didy,11,6,Topsoil,70.78,3.82,4.65,0.356365259,0.282637424,0.28,19.89583329,1728,1438,99.81741655,Forest
icr062344,48.7388,-18.2985,Madagascar,Didy,11,6,Subsoil,87.396,2.33,4.75,0.280705511,0.228259237,0.1,19.89583329,1728,1438,99.88775502,Forest
icr062346,48.7399,-18.3006,Madagascar,Didy,11,7,Subsoil,75.221,2.05,4.95,0.234252839,0.165121053,0.25,19.87916648,1739,1438,99.88680371,Forest
icr062347,48.7352,-18.2983,Madagascar,Didy,11,8,Topsoil,76.4,3.95,4.47,0.346964502,0.262723702,0.21,19.89583329,1728,1438,99.82634208,Forest
icr062350,48.7414,-18.2976,Madagascar,Didy,11,9,Subsoil,94.129,2.1,4.52,0.266876173,0.201361561,0.09,19.89583329,1728,1438,99.80908281,Forest
icr062351,48.736,-18.3009,Madagascar,Didy,11,10,Topsoil,73.746,2.88,4.79,0.197936849,0.198770081,1,19.87916648,1739,1438,99.40048182,Forest
icr062352,48.736,-18.3009,Madagascar,Didy,11,10,Subsoil,91.068,1.23,4.52,0.208218756,0.184183832,0.18,19.87916648,1739,1438,99.81643609,Forest
icr062355,48.7349,-18.2724,Madagascar,Didy,12,2,Topsoil,80.719,3.49,4.43,0.268229343,0.487837346,0.2,19.41250006,1656,1419,99.58215881,Forest
icr062356,48.7349,-18.2724,Madagascar,Didy,12,2,Subsoil,81.766,2.01,4.37,0.226928629,0.362530665,0.12,19.41250006,1656,1419,99.72162722,Forest
icr062357,48.7321,-18.2748,Madagascar,Didy,12,3,Topsoil,66.061,3.57,4.48,0.317974153,0.570744841,0.12,19.63333333,1679,1431,99.52652889,Forest
icr062358,48.7321,-18.2748,Madagascar,Didy,12,3,Subsoil,74.899,1.86,4.38,0.249916837,0.494154958,0.07,19.63333333,1679,1431,99.62549001,Forest
icr062359,48.7372,-18.2749,Madagascar,Didy,12,4,Topsoil,81.209,3.18,4.51,0.241690509,0.393943348,0.26,19.41250006,1656,1419,99.60012193,Forest
icr062360,48.7372,-18.2749,Madagascar,Didy,12,4,Subsoil,80.15,2.32,4.5,0.234773974,0.375415456,0.14,19.41250006,1656,1419,99.77348492,Forest
icr062362,48.7336,-18.2789,Madagascar,Didy,12,5,Subsoil,86.702,1.7,4.49,0.198622551,0.362186932,0.07,19.5916667,1678,1428,99.73986795,Forest
icr062364,48.7338,-18.2773,Madagascar,Didy,12,6,Subsoil,56.86,1.75,4.41,0.161949257,0.469968592,0.12,19.5916667,1678,1428,99.37211629,Forest
icr062365,48.7338,-18.2715,Madagascar,Didy,12,7,Topsoil,76.395,3.81,4.24,0.258026606,0.435280844,0.1,19.41250006,1656,1419,99.5297693,Forest
icr062366,48.7338,-18.2715,Madagascar,Didy,12,7,Subsoil,67.807,2.02,4.25,0.214408431,0.3351974,0.09,19.41250006,1656,1419,99.64140213,Forest
icr062368,48.7384,-18.2767,Madagascar,Didy,12,8,Subsoil,88.149,1.94,4.41,0.173007562,0.209125927,0.1,19.5916667,1678,1428,99.69610959,Forest
icr062369,48.7336,-18.2716,Madagascar,Didy,12,9,Topsoil,62.102,2.61,4.32,0.265292122,0.402018574,0.1,19.41250006,1656,1419,99.42329618,Forest
icr062370,48.7336,-18.2716,Madagascar,Didy,12,9,Subsoil,52.526,1.15,4.33,0.195918032,0.235618371,0.06,19.41250006,1656,1419,99.44980429,Forest
icr062372,48.7401,-18.2774,Madagascar,Didy,12,10,Subsoil,72.209,1.63,4.39,0.208418493,0.397518947,0.12,19.5916667,1678,1428,99.4860446,Forest
icr062375,48.756,-18.3379,Madagascar,Didy,13,2,Topsoil,70.342,2.76,4.43,0.237260065,0.429675104,0.31,21.61666656,2037,1518,99.54586924,Forest
icr062378,48.7576,-18.344,Madagascar,Didy,13,3,Subsoil,76.631,1.32,4.87,0.223437232,0.339381156,0.13,21.65416658,2047,1521,99.87081525,Forest
icr062380,48.7576,-18.3371,Madagascar,Didy,13,4,Subsoil,63.692,1.69,4.49,0.236882078,0.566892042,0.06,21.61666656,2037,1518,99.54860309,Forest
icr062381,48.7638,-18.3392,Madagascar,Didy,13,5,Topsoil,56.637,3.4,4.42,0.238054664,0.663849533,0.22,21.60416651,2054,1516,99.60670643,Forest
icr062382,48.7638,-18.3392,Madagascar,Didy,13,5,Subsoil,74.869,1.31,4.37,0.174732222,0.420911934,0.11,21.60416651,2054,1516,99.60553968,Forest
icr062383,48.7624,-18.338,Madagascar,Didy,13,6,Topsoil,56.852,4.45,4.54,0.280610065,0.389475764,0.34,21.60416651,2054,1516,99.54302392,Forest
icr062384,48.7624,-18.338,Madagascar,Didy,13,6,Subsoil,71.622,3,4.59,0.307446268,0.401150445,0.18,21.60416651,2054,1516,99.61118649,Forest
icr062385,48.7568,-18.3449,Madagascar,Didy,13,7,Topsoil,25.971,4.29,4.28,0.44863398,0.506576843,0.11,21.65416658,2047,1521,99.86625171,Forest
icr062387,48.7613,-18.3395,Madagascar,Didy,13,8,Topsoil,70.44,3.54,4.45,0.309528327,0.410704149,0.14,21.60416651,2054,1516,99.84465669,Forest
icr062388,48.7613,-18.3395,Madagascar,Didy,13,8,Subsoil,84.57,2.16,4.62,0.274060672,0.365960719,0.08,21.60416651,2054,1516,99.89924699,Forest
icr062390,48.7582,-18.3373,Madagascar,Didy,13,9,Subsoil,62.124,2.03,4.36,0.197014179,0.464560853,0.05,21.61666656,2037,1518,99.71692437,Forest
icr062391,48.7611,-18.3433,Madagascar,Didy,13,10,Topsoil,59.598,2.61,4.56,0.191062412,0.377538195,0.12,21.43333344,2039,1506,99.67393335,Forest
